No,actBeginTm,actEndTm,actPlace,adultPosblAt,gugunCd,nanmmbyNm,noticeBgnde,noticeEndde,progrmBgnde,progrmEndde,progrmRegistNo,progrmSj,progrmSttusSe,sidoCd,srvcClCode,url,yngbgsPosblAt,gugunNm,sidoNm
1765,9,17,성문고사회적협동조합(경기도 안양시 만안구 성결대학로 64번길 9),Y,3830000,성문고사회적협동조합,20230926,20231231,20231001,20231231,3040925,사회적협동조합 교육복지사업 활동보조,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3040925,Y,안양시,경기도
1766,14,16,갈산 작은도서관,Y,3830000,갈산작은도서관,20230918,20231230,20231004,20231230,3036373,[성인모집/화~토 오후] 갈산 작은도서관 이용자 안내 / 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3036373,N,안양시,경기도
1767,10,12,갈산 작은도서관,Y,3830000,갈산작은도서관,20230918,20231230,20231004,20231230,3036372,[성인모집/화~토 오전] 갈산 작은도서관 이용자 안내 / 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3036372,N,안양시,경기도
1768,10,12,메가트리아 작은도서관 (래미안메가트리아 109동 외부 건물 1층),Y,3830000,메가트리아 작은도서관,20231005,20231231,20231006,20231231,3043851,[성인모집/월~금 오전10시30~12시30분] 메가트리아 작은도서관 도서정리 및 업무지원,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3043851,N,안양시,경기도
1769,13,17,실버스테이트요양원,Y,3830000,실버스테이트요양원,20231024,20231231,20231024,20231231,3052641,[안양시 실버스테이트요양원] ★어르신들과 함께하는 업무 지원봉사★ ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052641,Y,안양시,경기도
1770,13,17,석수도서관,Y,3830000,안양시립석수도서관,20231018,20231130,20231101,20231130,3049633,[성인모집/화~금 오후] 석수도서관 이용자 안내 / 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3049633,N,안양시,경기도
1771,13,17,석수도서관,Y,3830000,안양시립석수도서관,20231018,20231130,20231101,20231130,3049639,[성인모집/토~일 오후] 석수도서관 이용자 안내 / 도서 정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3049639,N,안양시,경기도
1772,9,13,석수도서관,Y,3830000,안양시립석수도서관,20231018,20231130,20231101,20231130,3049629,[성인모집/토~일 오전] 석수도서관 이용자 안내 / 도서 정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3049629,N,안양시,경기도
1773,13,17,꿈여울도서관 자료실,Y,3860000,부천시립 꿈여울도서관,20231025,20231128,20231101,20231130,3051290,"[주말오후] 꿈여울도서관 서가 및 도서정리 (대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051290,N,부천시,경기도
1774,18,21,꿈여울도서관 자료실,Y,3860000,부천시립 꿈여울도서관,20231025,20231128,20231101,20231130,3051287,"[평일야간] 꿈여울도서관 서가 및 도서정리 (대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051287,N,부천시,경기도
1775,15,18,소사어울마당 1층 소사보건소 출입문,Y,3860000,부천시 소사보건소,20231025,20231128,20231101,20231130,3049737,(20세이상 성인여자/오후)소사보건소 불소양치용액 배부 및 안내,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3049737,N,부천시,경기도
1776,14,18,역곡밝은도서관,Y,3860000,역곡밝은도서관,20231030,20231128,20231101,20231130,3054765,(고등학생이상-오후)역곡밝은도서관 서가정리 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3054765,Y,부천시,경기도
1777,10,13,역곡밝은도서관,Y,3860000,역곡밝은도서관,20231030,20231128,20231101,20231130,3054759,(성인-오전) 역곡밝은도서관 서가 정리 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3054759,N,부천시,경기도
1778,14,17,동화도서관 자료실,Y,3860000,부천시립 동화도서관,20231020,20231125,20231104,20231125,3050917,(11월 오후2시~5시)  동화도서관 서가정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050917,Y,부천시,경기도
1779,10,12,동화도서관 자료실,Y,3860000,부천시립 동화도서관,20231020,20231125,20231104,20231125,3050915,(11월 오전10시~12시)  동화도서관 서가정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050915,Y,부천시,경기도
1780,14,18,부천시립별빛마루도서관,Y,3860000,부천시립 별빛마루도서관,20231017,20231126,20231104,20231126,3047941,(고등학생이상/성인-주말오후)별빛마루도서관 11월 자료실 서가정리 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047941,Y,부천시,경기도
1781,10,14,부천시립별빛마루도서관,Y,3860000,부천시립 별빛마루도서관,20231017,20231126,20231104,20231126,3047940,(고등학생이상/성인-주말오전)별빛마루도서관 11월 자료실 서가정리 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047940,Y,부천시,경기도
1782,13,17,수주도서관,Y,3860000,부천시립 수주도서관,20231023,20231130,20231101,20231130,3051361,(고등학생이상 성인/평일오후)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051361,Y,부천시,경기도
1783,9,13,수주도서관,Y,3860000,부천시립 수주도서관,20231023,20231130,20231101,20231130,3051360,(고등학생이상 성인/평일오전)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051360,Y,부천시,경기도
1784,17,21,수주도서관,Y,3860000,부천시립 수주도서관,20231023,20231130,20231101,20231130,3051362,(성인/평일저녁)수주도서관 자료실 서가정리및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051362,N,부천시,경기도
1785,13,17,수주도서관,Y,3860000,부천시립 수주도서관,20231023,20231130,20231101,20231130,3051364,(고등학생이상 성인/주말오후)수주도서관 자료실 서가정리및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051364,Y,부천시,경기도
1786,9,13,수주도서관,Y,3860000,부천시립 수주도서관,20231023,20231130,20231101,20231130,3051363,(고등학생이상 성인/주말오전)수주도서관 자료실 서가정리및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051363,Y,부천시,경기도
1787,9,13,꿈여울도서관 자료실,Y,3860000,부천시립 꿈여울도서관,20231025,20231128,20231101,20231130,3051289,"[주말오전] 꿈여울도서관 서가 및 도서정리 (대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051289,N,부천시,경기도
1788,9,13,꿈여울도서관 자료실,Y,3860000,부천시립 꿈여울도서관,20231025,20231128,20231101,20231130,3051285,"[평일오전] 꿈여울도서관 서가 및 도서정리 (대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051285,N,부천시,경기도
1789,14,18,꿈여울도서관 자료실,Y,3860000,부천시립 꿈여울도서관,20231025,20231128,20231101,20231130,3051286,"[평일오후] 꿈여울도서관 서가 및 도서정리 (대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051286,N,부천시,경기도
1790,9,13,상동도서관 자료실,Y,3860000,부천시립상동도서관,20231020,20231130,20231101,20231130,3050114,상동도서관 11월 서가정리 (주말 오전),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050114,N,부천시,경기도
1791,9,13,"꿈빛도서관 아동실(1층),일반실(2층)",Y,3860000,부천시립꿈빛도서관,20231020,20231130,20231101,20231130,3050733,[주말오전] 꿈빛 도서관 서가정리(고등학생이상),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050733,Y,부천시,경기도
1792,9,13,상동도서관 자료실,Y,3860000,부천시립상동도서관,20231020,20231130,20231101,20231130,3050108,상동도서관 11월 서가정리 (평일 오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050108,N,부천시,경기도
1793,9,13,"꿈빛도서관 아동실(1층),일반실(2층)",Y,3860000,부천시립꿈빛도서관,20231020,20231130,20231101,20231130,3050725,"[평일오전] 꿈빛 도서관 서가정리(대학생,일반성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050725,N,부천시,경기도
1794,13,17,"꿈빛도서관 아동실(1층),일반실(2층)",Y,3860000,부천시립꿈빛도서관,20231020,20231130,20231101,20231130,3050736,[주말오후] 꿈빛 도서관 서가정리(고등학생이상),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050736,Y,부천시,경기도
1795,14,18,"꿈빛도서관 아동실(1층),일반실(2층)",Y,3860000,부천시립꿈빛도서관,20231020,20231130,20231101,20231130,3050730,"[평일오후] 꿈빛 도서관 서가정리(대학생,일반성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050730,N,부천시,경기도
1796,13,17,송내도서관 자료실,Y,3860000,부천시립 송내도서관,20231023,20231129,20231101,20231130,3051408,(오후) 송내도서관 서가 및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051408,Y,부천시,경기도
1797,9,13,송내도서관 자료실,Y,3860000,부천시립 송내도서관,20231023,20231130,20231101,20231130,3052968,(오전) 송내도서관 서가 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052968,Y,부천시,경기도
1798,9,12,원미도서관 자료실,Y,3860000,부천시립원미도서관,20231020,20231125,20231101,20231130,3051218,(주말 오전) 원미도서관 도서 및 서가 정리 - 성인,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051218,N,부천시,경기도
1799,13,17,북부도서관 1층 자료실,Y,3860000,부천시립북부도서관,20231020,20231125,20231101,20231130,3050896,[주말]북부도서관 11월 자료실 자원봉사(고등학생 이상),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050896,Y,부천시,경기도
1800,10,14,북부도서관 1층 자료실,Y,3860000,부천시립북부도서관,20231020,20231129,20231101,20231130,3050889,[평일/오전]북부도서관 11월 자료실 자원봉사(고등학생 이상),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050889,Y,부천시,경기도
1801,14,18,원미도서관 자료실,Y,3860000,부천시립원미도서관,20231020,20231129,20231101,20231130,3051216,(주중 오후) 원미도서관 도서 및 서가 정리 - 성인,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051216,N,부천시,경기도
1802,9,13,원미도서관 자료실,Y,3860000,부천시립원미도서관,20231020,20231129,20231101,20231130,3051213,(주중 오전) 원미도서관 도서 및 서가 정리 - 성인,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051213,N,부천시,경기도
1803,14,18,북부도서관 1층 자료실,Y,3860000,부천시립북부도서관,20231020,20231129,20231101,20231130,3050892,[평일/오후]북부도서관 11월 자료실 자원봉사(고등학생 이상),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050892,Y,부천시,경기도
1804,13,17,상동도서관 자료실,Y,3860000,부천시립상동도서관,20231020,20231130,20231101,20231130,3050119,상동도서관 11월 서가정리 (주말 오후),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050119,N,부천시,경기도
1805,14,18,상동도서관 자료실,Y,3860000,부천시립상동도서관,20231020,20231130,20231101,20231130,3050111,상동도서관 11월 서가정리 (평일 오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050111,N,부천시,경기도
1806,18,21,상동도서관 자료실,Y,3860000,부천시립상동도서관,20231020,20231130,20231101,20231130,3050112,상동도서관 11월 서가정리 (평일 야간),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050112,N,부천시,경기도
1807,10,13,부천시립오정도서관,Y,3860000,부천시립오정도서관,20231017,20231129,20231101,20231130,3048155,오정도서관 11월 서가 정리 및 봉사활동 (오전 10:00~13:00) ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048155,Y,부천시,경기도
1808,14,17,부천시립오정도서관,Y,3860000,부천시립오정도서관,20231017,20231129,20231101,20231130,3048159,오정도서관 11월 서가 정리 및 봉사활동 (오후 14:00~17:00) ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048159,Y,부천시,경기도
1809,14,18,부천시립별빛마루도서관,Y,3860000,부천시립 별빛마루도서관,20231017,20231130,20231101,20231130,3047938,(성인-평일오후)별빛마루도서관 11월 자료실 서가정리 및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047938,N,부천시,경기도
1810,18,22,부천시립별빛마루도서관,Y,3860000,부천시립 별빛마루도서관,20231017,20231130,20231101,20231130,3047939,(성인-평일야간)별빛마루도서관 11월 자료실 서가정리 및 환경정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047939,N,부천시,경기도
1811,10,14,부천시립별빛마루도서관,Y,3860000,부천시립 별빛마루도서관,20231017,20231130,20231101,20231130,3047937,(성인-평일오전)별빛마루도서관 11월 자료실 서가정리 및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047937,N,부천시,경기도
1812,14,18,"책마루도서관 아이마루(2층), 너른마루(3층)",Y,3860000,부천시립책마루도서관,20231019,20231129,20231101,20231130,3050518,"[평일오후] 책마루도서관 서가 및 도서정리(대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050518,N,부천시,경기도
1813,10,14,"책마루도서관 아이마루(2층), 너른마루(3층)",Y,3860000,부천시립책마루도서관,20231019,20231129,20231101,20231130,3050495,"[평일오전] 책마루도서관 서가 및 도서정리(대학생, 성인)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050495,N,부천시,경기도
1814,13,15,상동역칙칙폭폭도서관 자료실(상동역 지하1층  2번출구 옆),Y,3860000,상동역 칙칙폭폭도서관,20231019,20231130,20231101,20231130,3050271,상동역칙칙폭폭도서관 상호대차 보조,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050271,N,부천시,경기도
1815,13,17,원미도서관 자료실,Y,3860000,부천시립원미도서관,20231020,20231125,20231101,20231130,3051222,(주말 오후) 원미도서관 도서 및 서가 정리 - 성인,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051222,N,부천시,경기도
1816,11,19,해군 2함대 사령부 군인 관사(아파트) 내에 설립된 작은도서관,Y,3910000,원정작은도서관,20231101,20231229,20231101,20231229,3056821,"(성인, 청소년) 서가정리 및 업무보조",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056821,Y,평택시,경기도
1817,9,13,"1층 어린이자료실, 2층 종합자료실",Y,3900000,광명시소하도서관,20231023,20231124,20231101,20231126,3048258,[오전] 11월 소하도서관 자원봉사 [도서배가 및 정리] 모집,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048258,Y,광명시,경기도
1818,13,17,하안도서관 종합 및 어린이 자료실 ,Y,3900000,광명시하안도서관,20231016,20231130,20231101,20231130,3046823,[오후] 11월 하안도서관 자원봉사 - 도서배가 및 자료실 정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046823,Y,광명시,경기도
1819,9,13,하안도서관 종합 및 어린이 자료실 ,Y,3900000,광명시하안도서관,20231016,20231130,20231101,20231130,3046820,[오전] 11월 하안도서관 자원봉사 - 도서배가 및 자료실 정리,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046820,Y,광명시,경기도
1820,9,13,광명도서관 각 자료실,Y,3900000,광명시광명도서관,20231023,20231130,20231101,20231130,3051609,"[오전]2023년 11월 광명도서관 청소년자원봉사(서가재배열, 서가 및 책상 의자 정리, 자료실 환경정리 등)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051609,Y,광명시,경기도
1821,13,17,광명도서관 각 자료실,Y,3900000,광명시광명도서관,20231023,20231130,20231101,20231130,3051614,"[오후]2023년 11월 광명도서관 청소년자원봉사(서가재배열, 서가 및 책상 의자 정리, 자료실 환경정리 등)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051614,Y,광명시,경기도
1822,13,17,광명시청소년수련관 2층 활동진흥팀 ,Y,3900000,광명시청소년수련관,20231101,20231127,20231101,20231130,3056163,[오후] 청소년 활동 프로그램 관련 행정 보조 업무,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056163,Y,광명시,경기도
1823,9,12,광명시청소년수련관 2층 활동진흥팀 ,Y,3900000,광명시청소년수련관,20231101,20231129,20231101,20231130,3056186,[오전] 청소년 활동 프로그램 관련 행정 보조 업무,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056186,N,광명시,경기도
1824,9,16,중앙대학교광명병원 내,Y,3900000,중앙대학교광명병원,20231101,20240131,20231101,20240131,3057823,중앙대학교광명병원 자원봉사자 모집,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3057823,N,광명시,경기도
1825,13,17,"1층 어린이자료실, 2층 종합자료실",Y,3900000,광명시소하도서관,20231023,20231124,20231104,20231126,3048260,[오후] 11월 소하도서관 자원봉사 [도서배가 및 정리] 모집,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048260,Y,광명시,경기도
1826,11,18,이루다 주간보호센터,Y,3860000,이루다 주간보호센터,20231006,20231229,20231006,20231230,3044498,(20세이상 성인)이루다주간보호센터 어르신 식사보조및 이동보조,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3044498,N,부천시,경기도
1827,13,17,"경기도 부천시 부일로749번길 31 (지하철1호선 역곡역 2번출구, 역곡북부역 하차 후 도보 5분 이내)",Y,3860000,역곡상상시장,20231012,20231215,20231016,20231229,3047266,(성인)역곡상상시장 홀씨도서관 업무보조,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047266,N,부천시,경기도
1828,14,18,부천시립역곡도서관,Y,3860000,부천시립역곡도서관,20231017,20231123,20231101,20231130,3048984,역곡도서관 도서 및 서가 정리 (11월 주말 오후 14:00~18:00) - 고등학생이상,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048984,Y,부천시,경기도
1829,17,21,부천시립오정도서관,Y,3860000,부천시립오정도서관,20231017,20231129,20231101,20231130,3048187,오정도서관 11월 서가 정리 및 봉사활동 (야간 17:00~21:00) - 성인 이상,3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048187,N,부천시,경기도
1830,9,12,병원내,Y,3930000,의료법인대아의료재단한도병원,20231024,20231124,20231101,20231202,3051677,행정.사무업무지원 및 물품관리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051677,Y,안산시,경기도
1831,9,18,와동복지관 3층 작은도서관,Y,3930000,안산시와동종합사회복지관,20231031,20231229,20231101,20231229,3055382,[와동복지관] 작은도서관 봉사자 모집(마감),3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055382,N,안산시,경기도
1832,9,17,경희재활요양병원,Y,3930000,경희재활요양병원,20231020,20231229,20231101,20240131,3050876,면회객안내. 진행보조,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050876,Y,안산시,경기도
1833,9,17,안산청소년문화의집,Y,3930000,안산청소년문화의집,20231027,20240131,20231101,20240131,3054305,"안산청소년문화의집-청소년 프로그램 활동 보조, 환경정화, 안내데스크 업무 등 자원봉사",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3054305,Y,안산시,경기도
1834,13,21,안산청소년문화의집,Y,3930000,안산청소년문화의집,20231027,20240131,20231101,20240131,3054363,"안산청소년문화의집-청소년 프로그램 활동 보조, 환경정화, 안내데스크 업무 등 자원봉사(오후)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3054363,Y,안산시,경기도
1835,9,18,경기도 안산시 상록구 본이로 5-1 (본오동) 보니건강생활통합돌봄센터 1층,Y,3930000,365통합재가노인지원서비스센터,20231101,20240131,20231101,20240131,3056470,도시재생 뉴딜사업 주민역량강화 스마트돌봄서비스 행정업무,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056470,Y,안산시,경기도
1836,14,18,경기도 안산시 상록구 선진로112 사동청소년문화의집 (본오아파트 2차 상가동 1층),Y,3930000,사동청소년문화의집,20231109,20231231,20231110,20231231,3060058,사동청소년문화의집-안내데스크 운영지원 및 업무보조(평일오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060058,Y,안산시,경기도
1837,10,12,경기평택교육도서관,Y,3910000,경기평택교육도서관,20230912,20231227,20231001,20231231,3032364,"[성인/청소년] 경기평택교육도서관 10,11,12월 자원봉사자 모집(오전)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3032364,Y,평택시,경기도
1838,14,16,경기평택교육도서관,Y,3910000,경기평택교육도서관,20230912,20231227,20231001,20231231,3032381,"[성인/청소년] 경기평택교육도서관 10,11,12월 자원봉사자 모집(오후)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3032381,Y,평택시,경기도
1839,14,16,평택시립 진위도서관 (경기도 평택시 진위면 진위서로 137),Y,3910000,평택시립진위도서관,20231004,20231220,20231001,20231231,3039260,"성인, 청소년) 진위도서관 서가정리 및 환경정리(토 오후14시~16시)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039260,Y,평택시,경기도
1840,10,12,평택시립 진위도서관 (경기도 평택시 진위면 진위서로 137),Y,3910000,평택시립진위도서관,20231004,20231220,20231001,20231231,3039256,"성인, 청소년) 진위도서관 서가정리 및 환경정리(토 오전10시~12시)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039256,Y,평택시,경기도
1841,16,18,평택시립 진위도서관 (경기도 평택시 진위면 진위서로 137),Y,3910000,평택시립진위도서관,20231004,20231220,20231001,20231231,3039265,"성인, 청소년) 진위도서관 서가정리 및 환경정리(토 오후16시~18시)",2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039265,Y,평택시,경기도
1842,14,16,DMC하우스디 작은도서관 내,Y,3940000,LH하우스디작은도서관,20231030,20231130,20231030,20231130,3054091,DMC하우스디 작은도서관 업무 지원,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3054091,N,고양시,경기도
1843,9,17,고양어린이박물관,Y,3940000,고양어린이박물관,20231020,20231128,20231101,20231130,3050966,"[성인] 11월 고양어린이박물관 자원봉사자 모집(평일/ 09:30~17:30)(활동 2-3일 전 승인, 개별 연락 없음)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050966,N,고양시,경기도
1844,9,13,고양시일산노인종합복지관,Y,3940000,고양시일산노인종합복지관,20231026,20240131,20231101,20240131,3053774,(행정보조)안내데스크 자원봉사자 모집,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053774,N,고양시,경기도
1845,9,17,고양어린이박물관,Y,3940000,고양어린이박물관,20231020,20231123,20231104,20231126,3050972,"[성인] 11월 고양어린이박물관 자원봉사자 모집(주말 및 공휴일)(활동 2-3일 전 승인, 개별 연락 없음)",3,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050972,N,고양시,경기도
