No,actBeginTm,actEndTm,actPlace,adultPosblAt,gugunCd,nanmmbyNm,noticeBgnde,noticeEndde,progrmBgnde,progrmEndde,progrmRegistNo,progrmSj,progrmSttusSe,sidoCd,srvcClCode,url,yngbgsPosblAt,gugunNm,sidoNm
1,6,23,구글 링크 주소  :  https://forms.gle/8wjayJDzb5ACy5MG6,Y,3500000,동구자원봉사센터,20231024,20231231,20231024,20231231,3052711,[필독] 인천동구자원봉사센터 소속봉사자 - 휴면 봉사자를 위한 자원봉사자 보수교육(비대면 봉사학습),2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052711,Y,동구,인천광역시
2,18,19,참가자 자택(온라인 참여),N,3100000,서울특별시 노원구,20231011,20231225,20231011,20231225,3046211,[노원구자원봉사센터] 4분기 자원봉사교육 및 활성화 캠페인,2,6110000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046211,Y,노원구,서울특별시
3,9,10,보령시자원봉사센터 2층 (보령북로 75),Y,4510000,충청남도 보령시,20231005,20240104,20231005,20240104,3043972,한땀한땀 전문봉사단(바느질) 모집,2,6440000,자원봉사교육 > 자원봉사전문교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3043972,Y,보령시,충청남도
4,18,20,유튜브(https://youtu.be/dmbVmldg2GQ),Y,3520000,연수구자원봉사센터,20231018,20231201,20231019,20231208,3049914,(비대면/온라인교육 및 캠페인) 그린상륙작전V-(슬)기로운.(기)후.(생)활_ 그린숲,2,6280000,자원봉사교육 > 자원봉사기타교육.기타교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3049914,Y,연수구,인천광역시
5,18,20,연수구자원봉사센터 유튜브(https://youtu.be/IHr2oRh0ZbU),Y,3520000,연수구자원봉사센터,20231102,20231201,20231102,20231210,3057036,"(비대면/온라인) 그린상륙작전V-(슬)기로운.(기)후.(생)활_탄소는 Bye,그린은 Buy",2,6280000,자원봉사교육 > 자원봉사기타교육.기타교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3057036,Y,연수구,인천광역시
6,0,23,온라인,N,5360000,경상남도 밀양시,20231027,20231231,20231101,20231231,3052180,청소년 자원봉사 온라인 교육,2,6480000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052180,Y,밀양시,경상남도
7,0,23,개별장소,N,5350000,경상남도 김해시,20230904,20231203,20230904,20231203,3030415,경상남도자원봉사센터 - 2023 청소년 자원봉사 온라인 교육,2,6480000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3030415,Y,김해시,경상남도
8,14,16,자원봉사센터 강의실(진남경기장 내 진남스포츠센터 3층),Y,4810000,전라남도 여수시,20230901,20231129,20231018,20231129,3036990,자원봉사 알고합시다!! 바로온 플로깅 교육과 심폐소생술 교육,2,6460000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3036990,Y,여수시,전라남도
9,6,23,여수시자원봉사온라인교육장접속(http://cafe.daum.net/yeosuvt),Y,4810000,전라남도 여수시,20231120,20231231,20231120,20231231,3064202,자원봉사란 무엇인가? 온라인 자원봉사 교육,2,6460000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3064202,Y,여수시,전라남도
10,9,21,온라인,Y,4400000,제천시종합자원봉사센터,20231101,20231231,20231101,20231231,3059442,온라인자원봉사기초교육1.2,2,6430000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3059442,Y,제천시,충청북도
11,9,11,비대면,Y,3860000,부천시자원봉사센터,20231101,20231130,20231101,20231130,3057202,[신규/성인-부천시 소속] 자원봉사 온라인 기본교육 및 개별 비대면 활동 참여,3,6410000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3057202,N,부천시,경기도
12,19,20,온라인,Y,3550000,계양구자원봉사센터,20231101,20231129,20231101,20231129,3056813,11월 온라인자원봉사 기초교육 안내(계양구소속 성인 자원봉사자만 참여가능),2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056813,N,계양구,인천광역시
13,19,20,온라인 유튜브 교육,N,3520000,연수구자원봉사센터,20230921,20231229,20231001,20231231,3038496,온라인 자원봉사 기초교육(청소년),2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3038496,Y,연수구,인천광역시
14,19,20,온라인 유튜브 교육,Y,3520000,연수구자원봉사센터,20230921,20231229,20231001,20231231,3038416,온라인 자원봉사 기초교육(성인),2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3038416,N,연수구,인천광역시
15,0,23,온라인,Y,3510000,인천미추홀구종합자원봉사센터,20231101,20231231,20231101,20231231,3056198,온라인 자원봉사 입문교육,2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056198,Y,미추홀구,인천광역시
16,14,16,인천시 동구 염전로 40번길 70(주민행복센터 2층),Y,3500000,동구자원봉사센터,20230904,20231213,20231013,20231215,3030102,1365포털 신규 가입자를 위한 자원봉사자 기본 교육,2,6280000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3030102,Y,동구,인천광역시
17,10,19,중구청직장어린이집(서울시 중구 마른내로 12길 17-19),Y,3010000,중구청직장어린이집,20231030,20240131,20231101,20240131,3055242,"중구청직장어린이집 자원봉사자 모집(성인, 청소년 대상)",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055242,Y,중구,서울특별시
18,14,16,서울특별시 종로구 세검정로7가길(신영동) 18 301호 다정이네,Y,3000000,다정이네,20231014,20231225,20231001,20231231,3047923,"재능기부 봉사 (미술치료, 웃음치료, 운동치료(요가), 원예치료(꽃꽂이), 미용봉사 등)",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3047923,N,종로구,서울특별시
19,13,16,서울특별시 종로구 자하문로36길 40 청운문학도서관 지하1층,Y,3000000,청운문학도서관(재단법인 종로문화재단),20231027,20231230,20231101,20231231,3053970,"청운문학도서관 도서관 운용 지원 (도서정리, 이용자 안내, 환경미화 등) 13:00~16:00",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053970,Y,종로구,서울특별시
20,10,13,서울특별시 종로구 자하문로36길 40 청운문학도서관 지하1층,Y,3000000,청운문학도서관(재단법인 종로문화재단),20231027,20231230,20231101,20231231,3053964,"청운문학도서관 도서관 운용 지원 (도서정리, 이용자 안내, 환경미화 등) 10:00~13:00",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053964,Y,종로구,서울특별시
21,13,17,한무숙문학관,Y,3000000,한무숙문학관,20231103,20231127,20231107,20231127,3057522,[한무숙문학관] 특별전 전시 보조,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3057522,N,종로구,서울특별시
22,17,18,제주시자원봉사센터 홈페이지,Y,6510000,제주시자원봉사센터,20231106,20231126,20231106,20231126,3058370,자원봉사 스토리텔링 오디오클립 청취 후 나의 자원봉사 사연과 자원봉사 Q&A 댓글 달기 활동,3,6500000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058370,Y,제주시,제주특별자치도
23,19,20,제주시자원봉사센터 홈페이지,Y,6510000,제주시자원봉사센터,20231106,20231126,20231106,20231126,3058376,온라인 자원봉사 영상교육 이수 후 나의 경험 글쓰기와 다른 자원봉사자가 올린 글에 응원 댓글 달기,3,6500000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058376,Y,제주시,제주특별자치도
24,0,23,https://www.gnbongsa.net/story/cyber.htm,N,5670000,창원시종합자원봉사센터,20231101,20231130,20231101,20231130,3056655,청소년자원봉사 온라인 교육,2,6480000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3056655,Y,창원시,경상남도
25,0,23,온라인,N,5370000,거제시자원봉사센터,20231023,20231231,20231023,20231231,3051799,[온라인]청소년 자원봉사 온라인교육 - 봉사시간 1시간 인정 	,2,6480000,자원봉사교육 > 자원봉사기본교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051799,Y,거제시,경상남도
26,13,16,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028728,용산꿈나무도서관 반납도서 정리 및 환경정비(평일 오후 13~16시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028728,Y,용산구,서울특별시
27,15,18,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028732,용산꿈나무도서관 반납도서 정리 및 환경정비(평일 오후 15~18시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028732,Y,용산구,서울특별시
28,9,13,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028739,용산꿈나무도서관 반납도서 정리 및 환경정비(주말 오전 09~13시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028739,Y,용산구,서울특별시
29,18,21,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028736,용산꿈나무도서관 반납도서 정리 및 환경정비(평일 오후 18~21시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028736,Y,용산구,서울특별시
30,11,13,용산구립장애인주간보호센터,Y,3020000,용산구립장애인주간보호센터,20230901,20231130,20230904,20231130,3029314,(양치지원) 이용인 양치지원 해줄 치위생학과 학생 및 관련 봉사자 분을 모집합니다.,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3029314,N,용산구,서울특별시
31,10,16,"용산구립장애인주간보호센터, 외부활동 지원",Y,3020000,용산구립장애인주간보호센터,20231106,20231229,20231106,20231229,3058037,(개인봉사자)용산구립장애인주간보호센터 이용인 취미활동 및 급식 지원 보조 봉사자 분을 모집합니다. ,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058037,N,용산구,서울특별시
32,14,19,중구청직장어린이집(서울시 중구 마른내로 12길 17-19),Y,3010000,중구청직장어린이집,20230801,20231130,20230901,20231130,3014472,중구청직장어린이집 업무지원 봉사활동모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3014472,N,중구,서울특별시
33,14,16,윤극영가옥(강북구 인수봉로84길 5),Y,3010000,서울특별시 문화정책과,20230925,20231125,20230925,20231125,3042639,"윤극영가옥 가꾸기(외부 환경미화, 내부 청소)",2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3042639,Y,중구,서울특별시
34,13,17,서울동물복지지원센터 마포 (서울특별시 마포구 매봉산로 31 에스플렉스 지하 1층),Y,3010000,서울특별시 동물보호과,20230928,20231220,20231001,20231231,3028401,서울동물복지지원센터 유기견 미용,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028401,N,중구,서울특별시
35,10,14,어린이대공원내 팔각당 B1F 전시실,Y,3040000,서울어린이대공원,20231116,20231129,20231120,20231130,3062920,"(오전)서울어린이대공원 길 고양이 사진전 전시회 보조활동(10시~14시, 4시간)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062920,N,광진구,서울특별시
36,10,20,아름다운가게 광진화양점,Y,3040000,아름다운가게,20231107,20240205,20231120,20240219,3058479,[아름다운가게 광진화양점] 자원활동 봉사자 모집 (화양사거리에 있어요),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058479,Y,광진구,서울특별시
37,14,17,서울숲,Y,3030000,서울특별시 동부공원여가센터,20230825,20231129,20230907,20231130,3026378,[오후]서울숲 정원관리(가드닝) 목요 자원봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3026378,N,성동구,서울특별시
38,17,20,아름다운가게 상왕십리역점 ( 상왕십리역 2번출구 걸어서 3분 ),Y,3030000,아름다운가게 상왕십리역점,20230929,20231229,20231004,20231229,3039351,아름다운가게 상왕십리역점 매장운영관리 및 기증품관리 저녁타임 (10월~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039351,N,성동구,서울특별시
39,14,18,아름다운가게 상왕십리역점 ( 상왕십리역 2번출구 걸어서 3분 ),Y,3030000,아름다운가게 상왕십리역점,20230922,20231229,20231004,20231230,3039347,아름다운가게 상왕십리역점 매장운영관리 및 기증품관리 오후타임 (10월~12월),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039347,N,성동구,서울특별시
40,10,14,아름다운가게 상왕십리역점 ( 상왕십리역 2번출구 걸어서 3분 ),Y,3030000,아름다운가게 상왕십리역점,20231004,20231129,20231004,20231230,3039343,아름다운가게 상왕십리역점 매장운영관리 및 기증품관리 오전타임 (10월~12월),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3039343,N,성동구,서울특별시
41,10,13,서울숲,Y,3030000,서울특별시 동부공원여가센터,20230926,20231129,20231005,20231130,3041172,[오전]서울숲 정원관리(가드닝) 목요 자원봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3041172,N,성동구,서울특별시
42,11,13,서울특별시 성동구 아차산로15길 19 우리W타워,Y,3030000,천사들의 합창,20231031,20231222,20231101,20231227,3055464,피아노 연주(자유곡) 자원봉사자 모집합니다. ,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055464,N,성동구,서울특별시
43,9,12,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028726,용산꿈나무도서관 반납도서 정리 및 환경정비(평일 오전 9~12시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028726,Y,용산구,서울특별시
44,13,17,용산꿈나무도서관,Y,3020000,용산꿈나무도서관,20230901,20231130,20230901,20231130,3028742,용산꿈나무도서관 반납도서 정리 및 환경정비(주말 오후 13~17시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3028742,Y,용산구,서울특별시
45,11,17,서울동물복지지원센터 동대문 (서울시 동대문구 무학로 201),Y,3050000,서울동물복지지원센터 동대문,20231016,20231130,20231017,20231130,3048454,서울동물복지지원센터(동대문) 유기견 산책 및 관리,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3048454,N,동대문구,서울특별시
46,10,12,"153통합돌봄재가센터 (서울특별시 동대문구 사가정로6, 청계지웰에스테이트 빌딩 3층)",Y,3050000,153통합돌봄재가센터,20231106,20240131,20231106,20240131,3057932,[153통합돌봄재가센터] 이미용 자원봉사자를 모집합니다,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3057932,N,동대문구,서울특별시
47,9,13,서울특별시 동대문구 답십리로 210-9,Y,3050000,재단법인 동대문문화재단,20231026,20240215,20231115,20240215,3053548,(오전)답십리영화미디어아트센터 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053548,N,동대문구,서울특별시
48,13,17,서울특별시 동대문구 답십리로 210-9,Y,3050000,재단법인 동대문문화재단,20231026,20240215,20231115,20240215,3053556,(오후)답십리영화미디어아트센터 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3053556,N,동대문구,서울특별시
49,9,13,시립동대문실버케어센터,Y,3050000,시립동대문실버케어센터,20231115,20240215,20231115,20240215,3058734,북카페관리 : 책정리 및 청소 (오전 - 09:00 ~ 13:00),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058734,N,동대문구,서울특별시
50,13,17,시립동대문실버케어센터,Y,3050000,시립동대문실버케어센터,20231115,20240215,20231115,20240215,3058761,안내데스크 : 면회객 안내 (오후 - 13:00 ~ 17:00),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058761,N,동대문구,서울특별시
51,13,17,시립동대문실버케어센터,Y,3050000,시립동대문실버케어센터,20231115,20240215,20231115,20240215,3058738,북카페관리 : 책정리 및 청소 (오후 - 13:00 ~ 17:00),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058738,N,동대문구,서울특별시
52,9,13,시립동대문실버케어센터,Y,3050000,시립동대문실버케어센터,20231115,20240215,20231115,20240215,3058755,안내데스크 : 면회객 안내 (오전 - 09:00 ~ 13:00),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3058755,N,동대문구,서울특별시
53,13,17,위드유 정신재활시설 (서울특별시 동대문구 이문동 101-15 인월빌딩 4층),Y,3050000,위드유,20231113,20231229,20231120,20231229,3061193,직업재활 임가공 직업활동보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3061193,N,동대문구,서울특별시
54,9,11,원광지역아동센터 ,Y,3050000,원광지역아동센터,20231115,20240113,20231120,20240131,3062243,실내외 환경정비 ,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062243,Y,동대문구,서울특별시
55,10,14,광진섬김주간보호센터,Y,3040000,광진섬김주간보호센터,20231023,20231130,20231101,20231130,3051530,"프로그램 보조 및 식사수발 (10:00~14:00, 4시간)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051530,N,광진구,서울특별시
56,14,18,광진섬김주간보호센터,Y,3040000,광진섬김주간보호센터,20231023,20231130,20231101,20231130,3051532,"프로그램 보조 및 말벗 (14:00~18:00, 4시간)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051532,N,광진구,서울특별시
57,14,18,"서울특별시 광진구 자양로3가길 28, 2층 꿈정함 우리동네키움센터",Y,3040000,꿈정함 우리동네키움센터,20231031,20231130,20231101,20231130,3055751,[11월] 일상생활지도 및 학습지도(여성대학생 자원봉사자 모집)14:00-18:00,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055751,N,광진구,서울특별시
58,12,14,광진섬김주간보호센터,Y,3040000,광진섬김주간보호센터,20231101,20231130,20231101,20231130,3059573,네일아트 봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3059573,N,광진구,서울특별시
59,14,18,광진섬김주간보호센터,Y,3040000,광진섬김주간보호센터,20231101,20231130,20231101,20231130,3051535,재능나눔 공연봉사,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051535,Y,광진구,서울특별시
60,14,18,어린이대공원내 팔각당 B1F 전시실,Y,3040000,서울어린이대공원,20231116,20231129,20231120,20231130,3062926,(오후)서울어린이대공원 길 고양이 사진전 전시회 보조활동(14시~18시),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062926,N,광진구,서울특별시
61,13,17,중랑구립정보도서관 1층 유아어린이자료실,Y,3060000,중랑구립정보도서관,20231011,20231231,20231101,20231231,3046311,[주말(토~일)] 13-17시] 중랑구립정보도서관 11~12월 유아어린이자료실 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046311,N,중랑구,서울특별시
62,9,13,중랑구립정보도서관 1층 유아어린이자료실,Y,3060000,중랑구립정보도서관,20231011,20231231,20231101,20231231,3046308,[주말(토~일)] 9-13시] 중랑구립정보도서관 11~12월 유아어린이자료실 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046308,N,중랑구,서울특별시
63,14,18,중랑구립정보도서관 1층 유아어린이자료실,Y,3060000,중랑구립정보도서관,20231011,20231231,20231101,20231231,3046301,[평일(월~금)] 14-18시] 중랑구립정보도서관 11~12월 유아어린이자료실 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3046301,N,중랑구,서울특별시
64,13,16,서울시 중랑구 신내로 21길 116 봉화산 옹기테마공원 (신내동777),Y,3060000,중랑문화재단,20231021,20231125,20231104,20231125,3051331,11월 옹기테마체험관 체험 프로그램 보조 및 수업전후 도움 (토요일 오후),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051331,N,중랑구,서울특별시
65,9,12,서울시 중랑구 신내로 21길 116 봉화산 옹기테마공원 (신내동777),Y,3060000,중랑문화재단,20231021,20231125,20231104,20231125,3051330,11월 옹기테마체험관 체험 프로그램 보조 및 수업전후 도움 (토요일 오전),3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3051330,N,중랑구,서울특별시
66,13,16,학교도서관(본관 3층),Y,3050000,휘경초등학교,20230824,20231129,20230830,20231130,3025420,학교도서관 봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3025420,N,동대문구,서울특별시
67,13,15,"서울특별시 동대문구 고산자로36길 3, 경동시장 본관 5층 (도그어스플래닛)",Y,3050000,경동시장 서포터즈,20230822,20231130,20230901,20231130,3024130,경동시장 유기견 관리 자원봉사,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3024130,N,동대문구,서울특별시
68,13,17,위드유 정신재활시설 (서울특별시 동대문구 이문동 101-15 인월빌딩 4층),Y,3050000,위드유,20231002,20231229,20231002,20231229,3035919,직업재활 임가공 직업활동보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3035919,N,동대문구,서울특별시
69,10,14,동대문구 무학로44길 38,Y,3050000,재단법인 동대문문화재단,20230919,20231222,20231004,20231229,3036539,<선농단역사문화관 전시 안내 및 업무보조(오전)>,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3036539,N,동대문구,서울특별시
70,14,18,동대문구 무학로44길 38,Y,3050000,재단법인 동대문문화재단,20230921,20231222,20231004,20231229,3038420,<선농단역사문화관 전시 안내 및 업무보조(오후)>,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3038420,N,동대문구,서울특별시
71,16,20,	수유시장 맞은편 한국전력 빌딩 1층 / 아름다운가게 미아점,Y,3080000,아름다운가게 미아점,20231020,20231130,20231101,20231130,3050761,[아름다운가게 미아점] 11월_저녁타임 자원봉사자 모집(3회이상 봉사가능한 분만),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3050761,N,강북구,서울특별시
72,9,18,성북구 내,Y,3070000,서울특별시 성북구,20230908,20231130,20230909,20231130,3032726,자기주도적 프로젝트 기획형 봉사활동,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3032726,Y,성북구,서울특별시
73,9,12,성북구 내 ,Y,3070000,서울특별시 성북구,20230910,20231126,20230910,20231126,3032618, 안부 캠페인 봉사활동 ,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3032618,Y,성북구,서울특별시
74,13,18,석관청소년센터,Y,3070000,석관청소년(상담)센터,20230727,20231213,20230914,20231214,3014395,[석관청소년센터] 내방객 안내 자원봉사자 모집,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3014395,Y,성북구,서울특별시
75,14,18,성북동 일대,Y,3070000,성북동캠프,20231006,20231222,20231006,20231222,3044684,[ 성북동 자원봉사캠프 캠프원 모집 ],3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3044684,Y,성북구,서울특별시
76,10,18,시립망우청소년센터 1층 망고카페,Y,3060000,시립망우청소년센터,20230829,20231130,20230904,20231130,3027755,(전화필수!!! 네이버폼 신청!!!) 망고카페 봉사자 신규 모집(월~금),2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3027755,N,중랑구,서울특별시
77,9,13,중랑구립면목정보도서관 ,Y,3060000,중랑구립면목정보도서관,20231024,20231130,20231101,20231130,3052287,중랑구립면목정보도서관 11월 오전 자원봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052287,N,중랑구,서울특별시
78,13,17,중랑구립면목정보도서관 ,Y,3060000,중랑구립면목정보도서관,20231024,20231130,20231101,20231130,3052293,중랑구립면목정보도서관 11월 오후 자원봉사자 모집,3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052293,N,중랑구,서울특별시
79,13,17,중랑숲어린이도서관,Y,3060000,중랑숲어린이도서관,20231024,20231130,20231101,20231130,3052526,"[주말(토~일) 13-17시] 중랑숲어린이도서관 11월 자원봉사자 모집(도서정리, 도서환경정비 등)/ 고1이상)",3,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3052526,Y,중랑구,서울특별시
